protein,pog
human0|p287,0
human3443|p1042,7
human896|p1807,7
human2636|p1040,7
human790|p706,7
human3276|p1501,7
human2756|p1794,7
human2713|p2640,7
human704|p2274,7
human951|p57,7
human1022|p156,7
human1023|p156,7
human1048|p836,7
human3004|p267,7
human3111|p452,7
human3197|p966,7
human3202|p400,7
human3708|p1208,7
human3083|p1455,7
human3222|p52,7
human1645|p2192,7
human1649|p2191,7
human2413|p3296,7
human1791|p1150,7
human525|p3405,7
human805|p310,7
human1031|p2079,7
human1840|p1079,7
human1845|p1079,7
human1852|p1304,7
human1863|p1301,7
human1867|p1301,7
human1873|p1315,7
human1877|p1317,7
human1879|p1314,7
human3290|p1093,7
human20|p893,7
human719|p1326,7
human810|p457,7
human3267|p1054,7
human3006|p298,7
human255|p2714,7
human876|p2485,7
human3378|p58,7
human3110|p1798,7
human3233|p781,7
human966|p1280,7
human3359|p403,7
human3374|p61,7
human3704|p791,7
human705|p879,7
human745|p1476,7
human1662|p1226,7
human3306|p319,7
human3307|p319,7
human809|p2331,7
human3699|p2007,7
human743|p1116,7
human747|p2141,7
human657|p1652,7
human689|p2430,7
human1548|p1581,7
human3744|p1511,7
human1463|p547,7
human270|p2968,7
human318|p2193,7
human1830|p148,7
human1376|p1594,7
human1026|p70,7
human3343|p68,7
human883|p1735,7
human182|p5519,7
human15|p103,7
human106|p1336,7
human217|p1031,7
human451|p1023,7
human688|p1585,7
human961|p683,7
human1096|p993,7
human1480|p689,7
human2057|p1994,7
human2572|p401,7
human2613|p1416,7
human2628|p1416,7
human2630|p1366,7
human2632|p1366,7
human2633|p1366,7
human2634|p1223,7
human2635|p1223,7
human2816|p525,7
human3698|p1225,7
human264|p2248,7
human921|p2193,7
human973|p4866,7
human2439|p2210,7
human3198|p2204,7
human3524|p1500,7
human3525|p301,7
human3527|p28,7
human1519|p472,7
human1523|p466,7
human2364|p1992,7
human2375|p1992,7
human803|p1377,7
human14|p218,7
human2759|p1248,7
human2766|p1248,7
human2774|p1248,7
human2851|p83,7
human2870|p83,7
human2895|p83,7
human3315|p1908,7
human3317|p1907,7
human2525|p1767,7
human317|p883,7
human735|p875,7
human2180|p2152,7
human3128|p980,7
human3229|p2653,7
human3230|p2649,7
human3257|p3043,7
human3258|p3052,7
human3369|p3733,7
human3370|p3808,7
human1927|p2332,7
human530|p309,7
human2305|p2220,7
human3121|p1375,7
human441|p1838,7
human562|p2645,7
human906|p4841,7
human29|p156,7
human2733|p1420,7
human2738|p1420,7
human2146|p861,7
human957|p562,7
human959|p562,7
human3054|p875,7
human3057|p876,7
human3136|p20,7
human3440|p385,7
human3442|p385,7
human513|p459,7
human215|p1228,7
human257|p1859,7
human265|p2505,7
human641|p125,7
human1136|p1511,7
human712|p2188,7
human3161|p1761,7
human3162|p1761,7
human3347|p3722,7
human549|p1341,7
human2433|p1117,7
human2434|p737,7
human219|p694,7
human3701|p713,7
human3702|p1886,7
human3703|p2005,7
human2819|p1394,7
human203|p2877,7
human3348|p1356,7
human3349|p1358,7
human34|p1894,7
human360|p2185,7
human1683|p1265,7
human166|p1570,7
human2771|p1406,7
human1692|p72,7
human1487|p3037,7
human186|p3968,7
human544|p857,7
human2420|p267,7
human2421|p266,7
human2422|p297,7
human2424|p297,7
human3208|p1132,7
human2705|p1400,7
human2714|p1400,7
human2019|p183,7
human2654|p1561,7
human2659|p1232,7
human1363|p3416,7
human1365|p2807,7
human1368|p2774,7
human205|p3983,7
human2604|p288,7
human601|p652,7
human931|p340,7
human940|p341,7
human984|p60,7
human989|p60,7
human1553|p973,7
human1386|p142,7
human3115|p890,7
human3116|p893,7
human2437|p1212,7
human2020|p1220,7
human1727|p21,7
human2519|p822,7
human707|p996,7
human631|p1820,7
human3102|p327,7
human3104|p327,7
human46|p2826,7
human618|p1513,7
human274|p1162,7
human280|p299,7
human2406|p1238,7
human461|p542,7
human963|p1640,7
human967|p1640,7
human3061|p1576,7
human3243|p1180,7
human465|p2260,7
human750|p2234,7
human1547|p1926,7
human1031|p1790,7
human802|p3464,7
human775|p2016,7
human633|p1195,7
human546|p110,7
human607|p1135,7
human1066|p428,7
human60|p220,7
human1808|p1094,7
human2674|p694,7
human946|p2605,7
human867|p1614,7
human1059|p1380,7
human1985|p241,7
human121|p142,7
human2922|p1988,7
human1652|p1042,7
human261|p2860,7
human473|p944,7
human805|p650,7
human3237|p233,7
human3239|p233,7
human3469|p2163,7
human70|p1782,7
human614|p2449,7
human801|p1292,7
human3018|p2779,7
human3042|p1527,7
human3221|p2219,7
human1337|p725,7
human1948|p514,7
human385|p1192,7
human2953|p258,7
human2982|p54,7
human3236|p512,7
human1669|p566,7
human209|p745,7
human2535|p467,7
human2973|p1515,7
human739|p1035,7
human741|p4344,7
human518|p1345,7
human1173|p836,7
human60|p3422,7
human1621|p808,7
human1660|p759,7
human2071|p2280,7
human2969|p1542,7
human2983|p1526,7
human631|p1920,7
human2683|p2426,7
human645|p154,7
human865|p473,7
human869|p550,7
human2929|p1738,7
human2936|p1666,7
human2937|p1611,7
human2948|p1186,7
human2965|p1684,7
human2967|p1613,7
human166|p2218,7
human562|p3571,7
human1365|p264,7
human1368|p264,7
human2449|p346,7
human1258|p813,7
human1153|p2310,7
human9|p2976,7
human2734|p2542,7
human2739|p2225,7
human2743|p1105,7
human2755|p2242,7
human2767|p1929,7
human2770|p1976,7
human1305|p1148,7
human2524|p3467,7
human616|p2327,7
human1168|p904,7
human1169|p904,7
human1170|p904,7
human639|p2753,7
human2080|p1045,7
human2703|p1081,7
human3560|p1638,7
human52|p748,7
human101|p1159,7
human559|p259,7
human1817|p212,7
human3649|p347,7
human247|p1403,7
human874|p377,7
human3559|p1723,7
human1913|p2420,7
human2653|p68,7
human2665|p417,7
human2677|p90,7
human3781|p2409,7
human3780|p1205,7
human263|p696,7
human542|p807,7
human676|p231,7
human694|p930,7
human1723|p144,7
human1737|p144,7
human2776|p144,7
human2780|p221,7
human3787|p815,7
human2740|p828,7
human2765|p888,7
human1363|p910,7
human906|p3506,7
human2412|p2819,7
human693|p293,7
human1714|p1212,7
human1908|p1188,7
human2241|p822,7
human3558|p678,7
human3561|p496,7
human484|p428,7
human627|p4066,7
human726|p594,7
human727|p4189,7
human2556|p1086,7
human840|p640,7
human2158|p1867,7
human2163|p1867,7
human576|p205,7
human2201|p2411,7
human2700|p2226,7
human2701|p2228,7
human2768|p1375,7
human2898|p1418,7
human1923|p1264,7
human2839|p983,7
human2796|p1454,7
human86|p1346,7
human2397|p1540,7
human1264|p754,7
human1384|p1181,7
human1438|p993,7
human1594|p648,7
human1829|p156,7
human2107|p1342,7
human2337|p1800,7
human203|p1983,7
human2509|p39,7
human3018|p2724,7
human293|p1181,7
human2394|p236,7
human2403|p236,7
human2525|p4883,7
human968|p1381,7
human3065|p2282,7
human3070|p2697,7
human2651|p623,7
human3553|p1804,7
human3554|p1810,7
human276|p1722,7
human674|p658,7
human1457|p2079,7
human76|p334,7
human1504|p1041,7
human3555|p2078,7
human1945|p1044,7
human3371|p1793,7
human3556|p241,7
human749|p1481,7
human777|p503,7
human1070|p1633,7
human1641|p1062,7
human2587|p693,7
human3557|p2128,7
human228|p1431,7
human644|p937,7
human2910|p2479,7
human2157|p2733,7
human2160|p2733,7
human2161|p2626,7
human2324|p1526,7
human2326|p1463,7
human1111|p1439,7
human1119|p1365,7
human2560|p769,7
human40|p2002,7
human102|p2048,7
human223|p1413,7
human468|p1748,7
human543|p353,7
human998|p2105,7
human2809|p542,7
human3096|p1370,7
human3562|p1913,7
human284|p425,7
human854|p2326,7
human206|p939,7
human447|p1391,7
human110|p594,7
human127|p146,7
human2981|p1626,7
human1583|p1311,7
human1424|p1497,7
human1254|p1751,7
human1676|p994,7
human1699|p40,7
human11|p2555,7
human89|p1330,7
human47|p1592,7
human3116|p3019,7
human1|p1042,8
human1053|p1074,8
human1056|p1072,8
human1291|p1272,8
human2338|p1056,8
human3199|p1865,8
human3705|p1086,8
human701|p756,8
human83|p1921,8
human931|p1135,8
human940|p1135,8
human3699|p1142,8
human3051|p1731,8
human3052|p1730,8
human2057|p283,8
human2572|p1657,8
human2613|p977,8
human2628|p977,8
human2630|p1109,8
human2632|p1109,8
human2633|p1109,8
human2634|p819,8
human2635|p819,8
human2816|p1263,8
human3703|p1774,8
human199|p282,8
human219|p26,8
human691|p508,8
human1711|p1695,8
human3700|p513,8
human3701|p1682,8
human3702|p101,8
human1167|p1678,8
human1790|p1529,8
human3444|p719,8
human3290|p2123,8
human3694|p2181,8
human919|p1254,8
human944|p1839,8
human3035|p1677,8
human3696|p452,8
human706|p1899,8
human728|p845,8
human743|p503,8
human747|p1979,8
human3695|p1873,8
human3697|p1859,8
human1749|p242,8
human2256|p987,8
human2444|p1920,8
human2445|p1866,8
human2904|p1587,8
human250|p1930,8
human3449|p919,8
human3273|p500,8
human3424|p1066,8
human991|p728,8
human996|p604,8
human3135|p1767,8
human3386|p669,8
human1046|p996,8
human789|p1895,8
human2568|p2342,8
human3323|p2037,8
human3325|p302,8
human3468|p387,8
human985|p2330,8
human993|p3739,8
human3047|p2368,8
human3088|p2288,8
human3122|p2328,8
human3262|p2333,8
human3269|p2246,8
human3312|p2438,8
human3394|p2412,8
human482|p1832,8
human1040|p786,8
human3407|p988,8
human3218|p103,8
human215|p1901,8
human257|p595,8
human265|p1201,8
human641|p2542,8
human1136|p2077,8
human3318|p2378,8
human3385|p908,8
human1822|p1399,8
human2999|p4057,8
human3002|p4194,8
human3100|p4470,8
human3103|p4210,8
human977|p2981,8
human1025|p3138,8
human3344|p897,8
human3382|p4049,8
human3384|p3963,8
human3195|p3492,8
human3390|p2331,8
human3395|p4072,8
human3396|p4072,8
human3434|p4436,8
human3048|p4115,8
human3113|p2787,8
human3131|p3388,8
human3150|p1774,8
human3010|p4026,8
human3011|p4026,8
human3073|p5576,8
human3076|p5123,8
human3077|p3575,8
human3166|p4286,8
human3167|p5076,8
human3242|p3505,8
human3246|p2668,8
human3405|p4180,8
human3411|p2630,8
human3112|p4030,8
human3145|p4186,8
human3420|p3810,8
human3219|p958,8
human3287|p3091,8
human3393|p1130,8
human3422|p2875,8
human3430|p2089,8
human1213|p834,8
human964|p2294,8
human965|p2297,8
human3040|p2279,8
human3062|p3100,8
human3178|p2519,8
human3373|p1592,8
human3462|p1740,8
human2474|p3611,8
human1203|p869,8
human3092|p4174,8
human3094|p4133,8
human3159|p3208,8
human2831|p1180,8
human2841|p1137,8
human2723|p1338,8
human2725|p1337,8
human2729|p148,8
human2953|p1227,8
human2982|p1176,8
human2951|p1074,8
human2980|p1174,8
human710|p498,8
human1323|p847,8
human1331|p847,8
human1338|p848,8
human2106|p132,8
human2108|p132,8
human2176|p365,8
human2187|p365,8
human2296|p1185,8
human2299|p1186,8
human1757|p942,8
human1989|p218,8
human1990|p220,8
human2435|p291,8
human2436|p291,8
human838|p282,8
human1124|p70,8
human1129|p70,8
human1313|p539,8
human1922|p322,8
human1757|p943,8
human2405|p659,8
human1680|p1059,8
human2953|p1228,8
human2982|p1177,8
human2831|p1179,8
human2841|p1136,8
human1243|p459,8
human2723|p1337,8
human2725|p1336,8
human2729|p147,8
human2951|p1075,8
human2980|p1175,8
human710|p499,8
human2106|p133,8
human2108|p133,8
human2176|p364,8
human2187|p364,8
human2296|p1186,8
human2299|p1187,8
human1313|p538,8
human1323|p848,8
human1331|p848,8
human1338|p849,8
human3483|p76,8
human3174|p1015,8
human3175|p1015,8
human3332|p1492,8
human1175|p853,8
human1954|p269,8
human2312|p1029,8
human2566|p991,8
human2567|p991,8
human2652|p1812,8
human2655|p1730,8
human2666|p1139,8
human3429|p2213,8
human3414|p2013,8
human3164|p1695,8
human3168|p1372,8
human3171|p1373,8
human1800|p1799,8
human1703|p3871,8
human3232|p406,8
human3329|p1544,8
human3379|p468,8
human3092|p2779,8
human3094|p2780,8
human3159|p2251,8
human752|p26,8
human840|p291,8
human871|p1456,8
human875|p307,8
human3575|p712,8
human3578|p1592,8
human3577|p1562,8
human1347|p646,8
human1371|p88,8
human1377|p1457,8
human1381|p1168,8
human2576|p620,8
human2583|p620,8
human2906|p89,8
human233|p780,8
human792|p600,8
human898|p952,8
human901|p880,8
human3582|p609,8
human2761|p1552,8
human1707|p1312,8
human2830|p133,8
human3576|p1258,8
human3583|p1037,8
human2302|p622,8
human3581|p1131,8
human3580|p1443,8
human787|p2257,8
human2805|p1080,8
human3366|p253,8
human3579|p1660,8
human3584|p288,8
human3586|p811,8
human3743|p152,8
human847|p374,8
human850|p630,8
human3266|p719,8
human3585|p1554,8
human3742|p1472,8
human1266|p1153,8
human1125|p1599,8
human511|p42,8
human3574|p1299,8
human2710|p1686,8
human1722|p4706,8
human2307|p1042,8
human2321|p1039,8
human2322|p935,8
human2327|p935,8
human367|p1137,8
human220|p351,8
human3204|p808,8
human2475|p571,8
human2059|p782,8
human2061|p782,8
human228|p1751,8
human813|p169,8
human870|p1375,8
human471|p813,8
human873|p1182,8
human3719|p1212,8
human3557|p766,8
human2603|p3749,8
human1945|p1367,8
human3483|p434,8
human76|p858,8
human276|p1137,8
human674|p338,8
human1504|p1567,8
human2651|p1101,8
human3553|p1693,8
human343|p1001,8
human1618|p313,8
human1650|p235,8
human1651|p235,8
human2482|p143,8
human2730|p308,8
human3608|p579,8
human2753|p1091,8
human3495|p51,8
human2416|p1757,8
human2903|p865,8
human3371|p44,8
human3556|p743,8
human486|p831,8
human2208|p4,8
human2741|p59,8
human203|p4715,8
human846|p72,8
human3232|p1165,8
human3329|p2484,8
human544|p4620,8
human1070|p2119,8
human2238|p303,8
human3587|p1140,8
human1930|p135,8
human1931|p135,8
human1935|p1234,8
human3212|p2149,8
human3215|p2147,8
human703|p1456,8
human732|p1093,8
human888|p1193,8
human890|p941,8
human3014|p2312,8
human3025|p1903,8
human3030|p1903,8
human3044|p1273,8
human3069|p1975,8
human3165|p2965,8
human3201|p2323,8
human3418|p2508,8
human2525|p5122,8
human868|p1624,8
human847|p373,8
human850|p631,8
human852|p998,8
human857|p1234,8
human860|p17,8
human1595|p390,8
human2994|p234,8
human3238|p2396,8
human3483|p1641,8
human40|p135,8
human102|p1023,8
human223|p723,8
human284|p705,8
human468|p99,8
human543|p1779,8
human998|p1400,8
human2809|p1492,8
human3096|p1262,8
human3562|p1526,8
human895|p1304,8
human2539|p1825,8
human2541|p1824,8
human2544|p1759,8
human644|p244,8
human1070|p862,8
human1641|p1757,8
human2587|p1536,8
human2307|p1524,8
human2321|p1467,8
human2322|p1517,8
human2327|p1498,8
human777|p320,8
human167|p840,8
human2041|p1018,8
human1382|p593,8
human1385|p594,8
human798|p2379,8
human1025|p5190,8
human1054|p3288,8
human1962|p1486,8
human3123|p4059,8
human3405|p2052,8
human3411|p3999,8
human3454|p3119,8
human3456|p5386,8
human3774|p989,8
human3393|p589,8
human3775|p105,8
human2059|p174,8
human2061|p174,8
human3036|p2243,8
human621|p1121,8
human3528|p1750,8
human2353|p8,8
human2999|p3620,8
human3002|p3451,8
human3100|p3976,8
human3103|p3789,8
human3287|p4338,8
human2198|p798,8
human2522|p794,8
human2534|p847,8
human1231|p3239,8
human1233|p3131,8
human1255|p509,8
human1259|p509,8
human490|p828,8
human3529|p1001,8
human3337|p528,8
human3414|p2703,8
human166|p3126,8
human1921|p856,8
human397|p2097,8
human3778|p726,8
human1131|p122,8
human3420|p5225,8
human3776|p552,8
human3777|p1260,8
human1665|p130,8
human2007|p4847,8
human2340|p3164,8
human2366|p3469,8
human2371|p3478,8
human2379|p3468,8
human2387|p4125,8
human2396|p4054,8
human696|p203,8
human1068|p860,8
human1069|p175,8
human3724|p230,8
human2285|p15,8
human2453|p4323,8
human2472|p4296,8
human2474|p4455,8
human2591|p1040,8
human2594|p959,8
human2181|p1169,8
human2059|p173,8
human2061|p173,8
human2090|p1334,8
human435|p2250,8
human1026|p3349,8
human3343|p438,8
human513|p2417,8
human3725|p1091,8
human9|p978,8
human562|p2040,8
human1363|p3081,8
human1365|p613,8
human1368|p613,8
human3291|p3628,8
human3300|p4848,8
human3301|p4848,8
human3302|p4137,8
human631|p1130,8
human1986|p1223,8
human1376|p2054,8
human2073|p614,8
human2076|p615,8
human2636|p174,8
human2756|p73,8
human3552|p668,8
human1241|p1083,8
human1250|p1084,8
human2916|p665,8
human2259|p246,8
human1237|p136,8
human2785|p14,8
human2789|p13,8
human2330|p4652,8
human2333|p4133,8
human707|p967,8
human277|p1536,8
human2105|p1121,8
human144|p4451,8
human918|p2076,8
human3008|p1572,8
human3009|p1429,8
human3376|p3553,8
human3377|p3558,8
human3683|p292,8
human3689|p1255,8
human3690|p3109,8
human3691|p3022,8
human3692|p3279,8
human3693|p240,8
human188|p4195,8
human1900|p1877,8
human948|p942,8
human3038|p3337,8
human3045|p5258,8
human3282|p5276,8
human3358|p2773,8
human3431|p2135,8
human3598|p2966,8
human2675|p2846,8
human693|p1639,8
human874|p1606,8
human1714|p518,8
human1908|p677,8
human2241|p557,8
human3559|p867,8
human3561|p584,8
human2007|p2070,8
human3642|p1103,8
human288|p2169,8
human2818|p282,8
human1458|p1777,8
human1477|p1718,8
human3560|p738,8
human213|p409,8
human435|p2251,8
human1220|p1091,8
human1224|p1242,8
human3441|p492,8
human637|p3722,8
human139|p2131,8
human737|p312,8
human740|p1162,8
human902|p181,8
human731|p438,8
human794|p798,8
human897|p416,8
human30|p2983,8
human92|p4268,8
human98|p4322,8
human248|p3202,8
human272|p352,8
human488|p1184,8
human496|p2820,8
human561|p1966,8
human571|p4263,8
human579|p1800,8
human1482|p1644,8
human1487|p2202,8
human1800|p1487,8
human415|p1242,8
human459|p2463,8
human354|p513,8
human2408|p613,8
human1098|p609,8
human247|p1616,8
human214|p847,8
human2715|p1680,8
human2781|p277,8
human359|p963,8
human733|p160,8
human2148|p1151,8
human3466|p724,8
human3473|p773,8
human3643|p1222,8
human1791|p2164,8
human1585|p2948,8
human1593|p3090,8
human855|p2223,8
human908|p678,8
human3558|p1666,8
human1185|p1008,8
human1328|p860,8
human1335|p897,8
human1923|p875,8
human86|p1156,8
human578|p323,8
human1330|p1180,8
human2285|p1807,8
human2839|p1064,8
human200|p1664,8
human2412|p2394,8
human350|p842,8
human596|p1357,8
human3500|p1320,8
human2391|p2221,8
human1103|p2230,8
human1105|p2669,8
human1108|p2672,8
human2121|p2209,8
human2125|p1880,8
human2614|p60,8
human3510|p317,8
human3640|p1143,8
human37|p1592,8
human526|p3497,8
human471|p714,8
human471|p631,8
human873|p49,8
human3719|p1734,8
human1807|p223,8
human2690|p183,8
human2692|p183,8
human2695|p183,8
human3735|p75,8
human3736|p394,8
human3737|p671,8
human2025|p1718,8
human2246|p610,8
human452|p1276,8
human3641|p451,8
human1078|p322,8
human1079|p322,8
human946|p1055,8
human3502|p1213,8
human3505|p1463,8
human904|p814,8
human2094|p845,8
human3504|p1006,8
human3509|p40,8
human3512|p1207,8
human2527|p764,8
human2543|p1231,8
human3719|p1260,8
human865|p1178,8
human869|p462,8
human1324|p1414,8
human1340|p1414,8
human1784|p1201,8
human2753|p366,8
human1709|p750,8
human2557|p4352,8
human2638|p3051,8
human2646|p3733,8
human1179|p1299,8
human1949|p403,8
human2827|p1157,8
human2833|p1108,8
human2942|p435,8
human2976|p667,8
human2093|p1058,8
human2261|p246,8
human908|p679,8
human1482|p1348,8
human1487|p2203,8
human2195|p32,8
human1921|p855,8
human2336|p1460,8
human2438|p342,8
human2753|p973,8
human2713|p1197,8
human1036|p748,8
human1044|p751,8
human1151|p1552,8
human3503|p1522,8
human3506|p1193,8
human3507|p1253,8
human3508|p1791,8
human2864|p704,8
human2890|p704,8
human2091|p1340,8
human2100|p1343,8
human1181|p1182,8
human1189|p984,8
human2845|p3941,8
human2872|p3940,8
human2608|p839,8
human2584|p456,8
human2585|p457,8
human829|p1924,8
human208|p4634,8
human2577|p2701,8
human2578|p2701,8
human2580|p2698,8
human3134|p3601,8
human3499|p338,8
human2126|p1906,8
human782|p60,8
human2447|p506,8
human2469|p507,8
human3075|p3330,8
human3082|p1803,8
human3087|p1215,8
human3089|p1214,8
human3412|p2371,8
human288|p2168,8
human1098|p608,8
human2818|p283,8
human2569|p235,8
human1333|p967,8
human3631|p1097,8
human3635|p1264,8
human3338|p2296,8
human3348|p3980,8
human3349|p4005,8
human493|p2050,8
human3284|p1397,8
human2332|p3608,8
human84|p5058,8
human130|p1319,8
human246|p5021,8
human536|p3082,8
human613|p67,8
human1050|p1247,8
human3169|p2991,8
human3361|p2972,8
human3410|p49,8
human1212|p969,8
human1121|p671,8
human1128|p672,8
human1728|p1097,8
human2783|p534,8
human3636|p591,8
human2179|p599,8
human2186|p601,8
human2200|p602,8
human1050|p2330,8
human2493|p1368,8
human3294|p689,8
human3295|p702,8
human793|p2708,8
human345|p685,8
human1242|p180,8
human1286|p1150,8
human1289|p1153,8
human1733|p1398,8
human2009|p967,8
human2917|p571,8
human3633|p324,8
human413|p309,8
human2535|p2217,8
human31|p1939,8
human784|p3033,8
human2609|p744,8
human2621|p744,8
human2624|p744,8
human3440|p1642,8
human3442|p1642,8
human3093|p103,8
human3136|p3595,8
human3251|p2411,8
human3252|p2528,8
human3254|p2203,8
human3351|p2654,8
human3352|p2597,8
human3399|p4123,8
human3709|p3968,8
human2458|p790,8
human834|p1143,8
human837|p1129,8
human3330|p2202,8
human1243|p1291,8
human108|p1036,8
human326|p2072,8
human425|p562,8
human431|p4130,8
human684|p517,8
human3143|p1674,8
human3326|p1451,8
human3327|p1454,8
human3363|p2364,8
human3364|p2363,8
human2406|p1113,8
human2433|p1796,8
human2704|p30,8
human1237|p123,8
human1920|p823,8
human2726|p177,8
human90|p747,8
human2564|p1326,8
human189|p434,8
human786|p418,8
human854|p2204,8
human1037|p806,8
human1045|p634,8
human152|p137,8
human262|p2792,8
human1113|p4773,8
human2281|p147,8
human2282|p147,8
human2283|p147,8
human2284|p303,8
human2286|p303,8
human1793|p813,8
human1805|p813,8
human1818|p1434,8
human3516|p371,8
human3733|p1500,8
human848|p2184,8
human2946|p1050,8
human2956|p1054,8
human2969|p232,8
human2983|p232,8
human1186|p306,8
human3564|p1044,8
human915|p30,8
human916|p30,8
human3007|p4579,8
human135|p4335,8
human446|p2125,8
human667|p292,8
human830|p2199,8
human1826|p786,8
human1827|p788,8
human2602|p694,8
human2085|p54,8
human1166|p363,8
human885|p2763,8
human2835|p529,8
human1354|p1083,8
human1619|p1246,8
human1639|p1238,8
human1741|p697,8
human1751|p424,8
human1753|p750,8
human1759|p559,8
human1779|p920,8
human1781|p839,8
human1929|p215,8
human2205|p1062,8
human2384|p937,8
human2640|p675,8
human2732|p542,8
human2812|p190,8
human2914|p258,8
human3565|p1662,8
human1176|p483,8
human1183|p484,8
human1192|p61,8
human1197|p61,8
human3031|p2163,8
human929|p2439,8
human3463|p3248,8
human1861|p5701,8
human3632|p1009,8
human2607|p905,8
human1836|p764,8
human1851|p639,8
human2227|p713,8
human2235|p717,8
human2442|p1009,8
human2476|p1077,8
human1047|p637,8
human3433|p770,8
human330|p2840,8
human784|p2859,8
human2086|p638,8
human2103|p638,8
human1975|p287,8
human1730|p1345,8
human1653|p2310,8
human1655|p2333,8
human3017|p3740,8
human3423|p2783,8
human1236|p620,8
human1247|p621,8
human1933|p1007,8
human2010|p443,8
human2016|p443,8
human2915|p264,8
human2275|p3897,8
human2276|p3850,8
human587|p768,8
human3353|p1037,8
human3355|p1029,8
human3392|p2971,8
human894|p692,8
human1736|p1376,8
human599|p288,8
human2094|p1026,8
human2614|p723,8
human828|p1234,8
human1123|p1122,8
human1130|p1122,8
human1669|p1182,8
human2949|p535,8
human2955|p535,8
human2973|p1053,8
human1351|p1620,8
human1353|p1618,8
human1710|p1871,8
human1633|p2457,8
human3387|p843,8
human754|p1149,8
human758|p6374,8
human3809|p27,8
human730|p332,8
human1088|p382,8
human2210|p771,8
human2484|p40,8
human2485|p40,8
human2488|p1013,8
human2488|p2214,8
human2932|p1030,8
human1496|p340,8
human3110|p308,8
human3417|p1525,8
human1234|p301,8
human1304|p411,8
human1309|p60,8
human1812|p970,8
human1815|p608,8
human2295|p661,8
human2300|p661,8
human2593|p1130,8
human2918|p190,8
human2926|p195,8
human1705|p1923,8
human1085|p4512,8
human1210|p1658,8
human2664|p964,8
human1752|p1026,8
human2670|p2214,8
human177|p2957,8
human3808|p812,8
human1299|p834,8
human1302|p832,8
human1148|p1674,8
human1659|p3357,8
human1219|p4598,8
human1221|p4602,8
human1223|p4202,8
human2084|p1584,8
human2085|p1120,8
human2910|p873,8
human511|p43,8
human1642|p1383,8
human1985|p700,8
human382|p463,8
human3416|p878,8
human3448|p820,8
human3450|p821,8
human770|p664,8
human971|p626,8
human3063|p618,8
human816|p1118,8
human2155|p1133,8
human1036|p3176,8
human1044|p3196,8
human366|p2012,8
human744|p511,8
human3678|p3052,8
human1653|p2311,8
human1655|p2334,8
human3017|p3739,8
human3423|p2782,8
human776|p1404,8
human1943|p1151,8
human2140|p536,8
human2943|p814,8
human2968|p43,8
human2979|p42,8
human3677|p1667,8
human1901|p403,8
human1903|p450,8
human2463|p800,8
human3436|p3766,8
human3294|p1965,8
human3295|p1982,8
human1415|p1737,8
human896|p131,8
human3552|p1100,8
human2172|p825,8
human2185|p776,8
human2670|p1931,8
human2974|p1170,8
human2984|p1106,8
human1633|p2458,8
human3387|p842,8
human2461|p972,8
human3338|p524,8
human3348|p941,8
human3349|p943,8
human856|p1127,8
human2934|p2492,8
human2963|p928,8
human2966|p929,8
human932|p91,8
human933|p91,8
human938|p91,8
human3032|p837,8
human3401|p2035,8
human2712|p1777,8
human3209|p88,8
human2311|p345,8
human2316|p345,8
human2493|p2956,8
human2494|p2017,8
human2498|p2017,8
human2501|p2016,8
human2504|p1446,8
human2505|p1154,8
human3734|p569,8
human1182|p539,8
human2467|p285,8
human2452|p1205,8
human3142|p2193,8
human319|p3262,8
human2487|p1211,8
human756|p75,8
human759|p1081,8
human2097|p358,8
human2175|p1249,8
human2192|p1251,8
human262|p3148,8
human1113|p3192,8
human1217|p1078,8
human784|p5969,8
human2288|p1468,8
human1979|p454,8
human1981|p455,8
human1987|p3157,8
human1991|p4480,8
human2507|p1591,8
human2514|p1588,8
human754|p3125,8
human758|p200,8
human937|p3482,8
human3026|p4207,8
human3027|p4194,8
human3028|p4195,8
human24|p3482,8
human657|p2729,8
human671|p680,8
human681|p4840,8
human687|p1784,8
human689|p4234,8
human955|p713,8
human960|p713,8
human3056|p1315,8
human3058|p1314,8
human879|p2788,8
human1960|p2056,8
human793|p3237,8
human167|p1997,8
human601|p980,8
human717|p912,8
human3388|p1697,8
human3200|p1815,8
human3126|p377,8
human3451|p489,8
human3256|p1553,8
human2496|p1568,8
human1028|p1789,8
human3345|p1734,8
human2431|p1328,8
human2561|p503,8
human3421|p1604,8
human3425|p1603,8
human3350|p571,8
human2249|p543,8
human2640|p1377,8
human2914|p190,8
human3563|p1441,8
human1088|p634,8
human3564|p1388,8
human2812|p819,8
human420|p314,8
human2089|p1792,8
human149|p3985,8
human54|p2150,8
human79|p3,8
human85|p1577,8
human235|p571,8
human271|p698,8
human383|p318,8
human469|p21,8
human475|p1728,8
human572|p715,8
human620|p552,8
human3588|p838,8
human3589|p1112,8
human3590|p1091,8
human3591|p1709,8
human2712|p436,8
human406|p430,8
human1950|p871,8
human1121|p839,8
human1128|p840,8
human1333|p573,8
human1728|p361,8
human2783|p1054,8
human3636|p266,8
human3634|p96,8
human3632|p225,8
human2409|p1201,8
human2414|p1195,8
human2415|p1194,8
human1011|p4544,8
human1738|p2352,8
human356|p865,8
human1117|p3194,8
human1367|p840,8
human1961|p2563,8
human2162|p1,8
human3097|p3200,8
human1958|p2326,8
human1964|p1987,8
human1966|p2065,8
human1973|p1676,8
