Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	Source_batch	form	Quality
1111525849640280_bin.4	77.12	4.45	Neural Network (Specific Model)	11	0.859	3480	248.14010282776349	2020492	0.44	2334	633	13685	None	UHSG_MQ_3668	UHSG	
1111525849640317_bin.5	67.54	4.85	Neural Network (Specific Model)	11	0.868	8760	268.55416143872856	2216570	0.39	2391	353	36308	None	UHSG_MQ_3668	UHSG	
1111525849644767_bin.12	65.44	11.05	Gradient Boost (General Model)	11	0.884	4163	264.07148067104305	1226406	0.34	1371	345	16256	None	UHSG_MQ_3668	UHSG	
1111525849644767_bin.5_new	79.24	10.02	Neural Network (Specific Model)	11	0.866	6708	260.41802197802195	2049975	0.49	2275	368	33678	None	UHSG_MQ_3668	UHSG	
1111525849645106_bin.1	33.27	0	Neural Network (Specific Model)	11	0.919	514950	341.92531876138435	612075	0.5	549	2	514950	None	UHSG_MQ_3668	UHSG	
1111525849645140_bin.4	77.02	3.31	Neural Network (Specific Model)	11	0.897	4732	257.6914749661705	1270773	0.31	1478	323	19123	None	UHSG_MQ_3668	UHSG	
1111525849645470_bin.20	63.45	5.18	Neural Network (Specific Model)	11	0.903	2495	234.5544378698225	1315071	0.4	1690	530	8198	None	UHSG_MQ_3668	UHSG	
1111525849649875_bin.22	78.85	5.08	Neural Network (Specific Model)	11	0.863	4791	262.28602715724924	2079399	0.44	2283	505	43641	None	UHSG_MQ_3668	UHSG	
1111525849650039_bin.20	85.72	1.43	Gradient Boost (General Model)	11	0.898	6205	292.0516356638871	3035564	0.66	3118	618	27932	None	UHSG_MQ_3668	UHSG	
1111525849662506_bin.6	79.79	2.25	Gradient Boost (General Model)	11	0.907	4617	262.7511655011655	2975092	0.65	3432	747	23063	None	UHSG_MQ_3668	UHSG	
1111525849663039_bin.9	83.67	8.61	Neural Network (Specific Model)	11	0.896	6883	271.80387243735765	3984853	0.55	4390	742	33100	None	UHSG_MQ_3668	UHSG	
1111525849663500_bin.1_new	84.88	5.58	Neural Network (Specific Model)	11	0.906	13810	295.52330716388616	3984180	0.65	4076	436	45806	None	UHSG_MQ_3668	UHSG	
1111525849663614_bin.89	59.65	0.21	Neural Network (Specific Model)	11	0.876	44290	317.2052805280528	1643978	0.43	1515	52	108909	None	UHSG_MQ_3668	UHSG	
1111525849663802_bin.17	41.83	1.75	Neural Network (Specific Model)	11	0.882	2372	237.04225352112675	1599082	0.36	1988	661	14003	None	UHSG_MQ_3668	UHSG	
1111525849664457_bin.19	75.79	0.09	Neural Network (Specific Model)	11	0.908	5712	291.49607458292445	1958278	0.73	2038	414	39565	None	UHSG_MQ_3668	UHSG	
1111525849664761_bin.2	57.37	3.57	Neural Network (Specific Model)	11	0.874	2811	237.3330760324199	2107905	0.39	2591	767	13122	None	UHSG_MQ_3668	UHSG	
1111525849668257_bin.20	76.95	6.98	Gradient Boost (General Model)	11	0.917	3187	242.72432893054963	1860543	0.69	2347	618	18831	None	UHSG_MQ_3668	UHSG	
1111525849668257_bin.4	89.03	5.22	Neural Network (Specific Model)	11	0.911	9202	285.4707998892887	3389423	0.69	3613	520	80578	None	UHSG_MQ_3668	UHSG	
1111525849668977_bin.14	77.3	3.16	Neural Network (Specific Model)	11	0.892	4570	261.47893358724116	3685228	0.55	4201	935	16925	None	UHSG_MQ_3668	UHSG	
1111525849668977_bin.9	71.82	1.34	Gradient Boost (General Model)	11	0.931	4111	249.5857059848925	1380857	0.54	1721	383	23951	None	UHSG_MQ_3668	UHSG	
1111525849669352_bin.13_new	78.83	1.46	Neural Network (Specific Model)	11	0.883	79152	290.69581346051933	1856668	0.6	1887	44	144328	None	UHSG_MQ_3668	UHSG	
1111525849669644_bin.8	55.82	0.41	Neural Network (Specific Model)	11	0.886	6677	319.5722891566265	717766	0.42	664	127	23202	None	UHSG_MQ_3668	UHSG	
1111525849669823_bin.26	72.01	5.86	Neural Network (Specific Model)	11	0.915	7001	267.5289962825279	2354955	0.68	2690	450	29564	None	UHSG_MQ_3668	UHSG	
1111525849736126_bin.11	54.85	4.77	Neural Network (Specific Model)	11	0.894	2137	237.21141804788215	2157096	0.36	2715	988	6667	None	UHSG_MQ_3668	UHSG	
1111525849736171_bin.28	67.95	0	Neural Network (Specific Model)	11	0.88	35647	304.72281234193224	2051158	0.39	1977	86	106150	None	UHSG_MQ_3668	UHSG	
1111525849736183_bin.12	64.52	2.49	Gradient Boost (General Model)	11	0.882	2946	239.5523030563926	1888401	0.36	2323	679	13233	None	UHSG_MQ_3668	UHSG	
1111525849736655_bin.11	55.5	1.4	Neural Network (Specific Model)	11	0.918	3893	264.25592417061614	2545664	0.41	2954	728	17423	None	UHSG_MQ_3668	UHSG	
1111525849736655_bin.18	86.42	0.15	Neural Network (Specific Model)	11	0.903	63753	316.9310004928536	2131067	0.6	2029	79	120946	None	UHSG_MQ_3668	UHSG	
1111525849736752_bin.29	70.83	2.59	Gradient Boost (General Model)	11	0.894	4820	262.74504084014	3017500	0.7	3428	740	33094	None	UHSG_MQ_3668	UHSG	
1111525849736752_bin.35	88.58	3.18	Neural Network (Specific Model)	11	0.838	5540	255.04784866468842	2458079	0.32	2696	527	40083	None	UHSG_MQ_3668	UHSG	
1111525849736752_bin.9_new	70.91	3.22	Neural Network (Specific Model)	11	0.893	4504	268.95245234525595	4211555	0.63	4669	1080	17329	None	UHSG_MQ_3668	UHSG	
1111525849736824_bin.3	96.79	2	Gradient Boost (General Model)	11	0.89	10675	280.12045889101336	1477360	0.39	1569	195	41404	None	UHSG_MQ_3668	UHSG	HQ
1111525849736894_bin.4	82.36	9.62	Neural Network (Specific Model)	11	0.909	5767	271.8483432455395	2108189	0.59	2354	454	27462	None	UHSG_MQ_3668	UHSG	
1111525849736908_bin.2_new	40.92	0.39	Neural Network (Specific Model)	11	0.919	86686	297.5486842105263	735771	0.33	760	35	103962	None	UHSG_MQ_3668	UHSG	
1111525849736936_bin.14	67.1	3.47	Neural Network (Specific Model)	11	0.91	7322	269.0696926375983	2475741	0.68	2798	467	32340	None	UHSG_MQ_3668	UHSG	
1111525849737158_bin.18_new	82.63	2.89	Gradient Boost (General Model)	11	0.859	6767	277.84469240048253	3213492	0.67	3316	619	25354	None	UHSG_MQ_3668	UHSG	
1111525849737367_bin.26	85.47	6.84	Neural Network (Specific Model)	11	0.883	12694	296.56703786191537	4517694	0.54	4490	507	67754	None	UHSG_MQ_3668	UHSG	
1111525849739510_bin.7	86.65	5.78	Gradient Boost (General Model)	11	0.895	3037	246.67929223113077	2983875	0.7	3617	1016	47379	None	UHSG_MQ_3668	UHSG	
1111525849739531_bin.12	67.58	1.87	Gradient Boost (General Model)	11	0.905	6071	266.0078959591268	1893608	0.62	2153	383	36311	None	UHSG_MQ_3668	UHSG	
1111525849742797_bin.17	82.8	1.52	Neural Network (Specific Model)	11	0.905	14574	294.8222222222222	3073561	0.64	3150	306	55232	None	UHSG_MQ_3668	UHSG	
1111525849742850_bin.30_new	77.03	5.91	Neural Network (Specific Model)	11	0.895	4072	250.9900826446281	3557937	0.64	4235	998	16254	None	UHSG_MQ_3668	UHSG	
1111525849742850_bin.36	61.7	1.23	Gradient Boost (General Model)	11	0.867	5398	299.5665961945032	978819	0.5	946	223	25640	None	UHSG_MQ_3668	UHSG	
1111525849742904_bin.7	73.99	0.69	Neural Network (Specific Model)	11	0.899	26084	319.77310155535224	1164879	0.52	1093	65	56417	None	UHSG_MQ_3668	UHSG	
1111525849743286_bin.9	94.49	5.52	Neural Network (Specific Model)	11	0.894	15328	304.69986819807946	5422016	0.63	5311	515	102045	None	UHSG_MQ_3668	UHSG	
1111525849743314_bin.1	79.25	0.37	Gradient Boost (General Model)	11	0.911	5671	289.39180902321505	4345800	0.7	4566	947	24379	None	UHSG_MQ_3668	UHSG	
1111525849743403_bin.34	67.85	0.08	Gradient Boost (General Model)	11	0.911	19465	303.732120186204	2359685	0.46	2363	177	56481	None	UHSG_MQ_3668	UHSG	
1111525849743460_bin.4	75.59	1.2	Neural Network (Specific Model)	11	0.886	4313	256.86793267155804	4022260	0.65	4634	1054	39418	None	UHSG_MQ_3668	UHSG	
1111525849743756_bin.17	86.62	1.69	Gradient Boost (General Model)	11	0.92	4358	269.630060292851	2037470	0.72	2322	553	27617	None	UHSG_MQ_3668	UHSG	
1111525849744228_bin.12	85.21	5.23	Neural Network (Specific Model)	11	0.912	9475	284.4597523219814	3621121	0.65	3876	565	41350	None	UHSG_MQ_3668	UHSG	
1111525849748616_bin.11	78.42	6.8	Gradient Boost (General Model)	11	0.907	4310	262.3333333333333	2228463	0.66	2574	581	26268	None	UHSG_MQ_3668	UHSG	
1111525849748616_bin.40	63.55	0.53	Neural Network (Specific Model)	11	0.868	4604	252.744	1525709	0.49	1750	374	17839	None	UHSG_MQ_3668	UHSG	
1111525849751520_bin.30	53.76	7.21	Neural Network (Specific Model)	11	0.907	3026	242.39407744874714	2105564	0.65	2634	738	11337	None	UHSG_MQ_3668	UHSG	
1111525849752591_bin.17	65.41	8.12	Gradient Boost (General Model)	11	0.883	3230	239.95002031694432	4002305	0.63	4922	1306	26985	None	UHSG_MQ_3668	UHSG	
1111525849753200_bin.12	92.42	7.54	Neural Network (Specific Model)	11	0.912	10225	286.9382067851373	2332290	0.59	2476	323	36381	None	UHSG_MQ_3668	UHSG	
1111525849753914_bin.15	80.14	5.07	Gradient Boost (General Model)	11	0.884	8079	275.92403486924036	1501411	0.4	1606	231	43111	None	UHSG_MQ_3668	UHSG	
1111525849755644_bin.74	72.07	0.22	Neural Network (Specific Model)	11	0.837	11660	319.195015576324	1832999	0.58	1605	214	47481	None	UHSG_MQ_3668	UHSG	
1111525849755644_bin.77	49.18	6.47	Gradient Boost (General Model)	11	0.854	8649	178.1960943856794	760246	0.25	1229	109	48148	None	UHSG_MQ_3668	UHSG	
1111525849755644_bin.97	53.37	7	Neural Network (Specific Model)	11	0.848	2699	235.32058111380147	1715168	0.33	2065	650	11914	None	UHSG_MQ_3668	UHSG	
1111525849755644_bin.99	64.17	5.24	Neural Network (Specific Model)	11	0.919	3316	243.5338253382534	1290737	0.37	1626	423	11488	None	UHSG_MQ_3668	UHSG	
1111525849758776_bin.1	99.99	0.01	Neural Network (Specific Model)	11	0.902	322449	285.8611111111111	853344	0.48	900	4	340817	None	UHSG_MQ_3668	UHSG	HQ
1111525849758776_bin.25	64.48	1.46	Gradient Boost (General Model)	11	0.919	3744	272.8031687995125	2915825	0.38	3282	852	18051	None	UHSG_MQ_3668	UHSG	
1111525849758776_bin.42	77.91	2	Gradient Boost (General Model)	11	0.902	6143	274.44305239179954	2400503	0.51	2634	484	23566	None	UHSG_MQ_3668	UHSG	
1111525849758776_bin.50	87.66	6.35	Neural Network (Specific Model)	11	0.896	5055	267.07824726134584	2278334	0.6	2556	529	50391	None	UHSG_MQ_3668	UHSG	
1111525849759006_bin.31	97.45	2.06	Neural Network (Specific Model)	11	0.898	16597	299.46811819595644	4496584	0.64	4501	411	60488	None	UHSG_MQ_3668	UHSG	HQ
1111525849760419_bin.13	61.75	0.58	Gradient Boost (General Model)	11	0.934	4292	256.8355899419729	1276507	0.52	1551	336	19099	None	UHSG_MQ_3668	UHSG	
1111525849766006_bin.4	64.28	1.77	Neural Network (Specific Model)	11	0.825	3442	242.35612535612535	1854270	0.32	2106	602	13670	None	UHSG_MQ_3668	UHSG	
1111525849766308_bin.11	70.43	4.9	Neural Network (Specific Model)	11	0.897	2901	243.1556247220987	3649504	0.66	4498	1296	31642	None	UHSG_MQ_3668	UHSG	
1111525849766731_bin.34	77.27	2.65	Neural Network (Specific Model)	11	0.919	18826	303.24445450430056	2183822	0.65	2209	185	65169	None	UHSG_MQ_3668	UHSG	
1111525849767265_bin.10	92.15	1.43	Gradient Boost (General Model)	11	0.904	4673	257.7673611111111	2950916	0.68	3456	738	67545	None	UHSG_MQ_3668	UHSG	HQ
1111525849767487_bin.18	63.04	1.48	Neural Network (Specific Model)	11	0.856	3250	260.2892405063291	1436966	0.64	1580	474	11072	None	UHSG_MQ_3668	UHSG	
1111525849767822_bin.17	62.48	4.83	Neural Network (Specific Model)	11	0.913	3292	254.93034825870646	1680494	0.6	2010	540	12082	None	UHSG_MQ_3668	UHSG	
1111525849768046_bin.23	82.17	7.8	Neural Network (Specific Model)	11	0.902	7672	281.39751407129455	3984317	0.65	4264	712	44538	None	UHSG_MQ_3668	UHSG	
1111525849768216_bin.25	63.75	0.14	Gradient Boost (General Model)	11	0.878	113233	304.44842657342656	1188735	0.4	1144	13	223476	None	UHSG_MQ_3668	UHSG	
1111525849770374_bin.38	69.01	0.12	Neural Network (Specific Model)	11	0.906	75860	312.4618208516887	1408043	0.39	1362	31	165724	None	UHSG_MQ_3668	UHSG	
1111525849770636_bin.4	77.22	1.28	Neural Network (Specific Model)	11	0.832	4354	250.9084348218313	2002856	0.32	2217	548	20841	None	UHSG_MQ_3668	UHSG	
1111525849771023_bin.10	82.78	5.53	Neural Network (Specific Model)	11	0.875	5073	258.7496794871795	2764599	0.39	3120	651	24528	None	UHSG_MQ_3668	UHSG	
1111525849771023_bin.50	94.46	3.59	Neural Network (Specific Model)	11	0.842	21256	265.4157037037037	3188005	0.32	3375	323	186860	None	UHSG_MQ_3668	UHSG	HQ
1111525849771545_bin.38	99.01	0.04	Neural Network (Specific Model)	11	0.916	932946	293.82801235839344	932946	0.49	971	1	932946	None	UHSG_MQ_3668	UHSG	HQ
1111525849771545_bin.40	62.39	0.85	Neural Network (Specific Model)	11	0.83	3684	240.8076709282935	1563148	0.32	1799	459	16876	None	UHSG_MQ_3668	UHSG	
1111525849771545_bin.49	82.48	7.71	Gradient Boost (General Model)	11	0.922	4659	257.30972268626795	2501466	0.71	2993	613	18904	None	UHSG_MQ_3668	UHSG	
1111525849772285_bin.1	70.92	1.26	Neural Network (Specific Model)	11	0.909	6023	286.3797101449275	1627073	0.6	1725	344	22099	None	UHSG_MQ_3668	UHSG	
1111525849773100_bin.13	82.38	6.64	Neural Network (Specific Model)	11	0.905	6984	277.3080116230801	2210464	0.6	2409	390	25145	None	UHSG_MQ_3668	UHSG	
1111525849852445_bin.6	81.69	4.31	Neural Network (Specific Model)	11	0.898	10146	289.3832365564251	3821274	0.64	3961	503	62161	None	UHSG_MQ_3668	UHSG	
1111525849853831_bin.5	68.76	3.93	Gradient Boost (General Model)	11	0.859	4018	259.03194607268466	3081902	0.66	3412	890	18164	None	UHSG_MQ_3668	UHSG	
1111525849853851_bin.5	76.66	6.72	Neural Network (Specific Model)	11	0.85	3390	237.9516058073031	1904939	0.33	2273	619	14243	None	UHSG_MQ_3668	UHSG	
1111525849853957_bin.30_new	92.47	5.82	Neural Network (Specific Model)	11	0.897	32507	295.09228650137743	2144132	0.43	2178	117	117730	None	UHSG_MQ_3668	UHSG	
1111525849854017_bin.13	74.84	7.41	Neural Network (Specific Model)	11	0.864	3783	256.77979157227	1964776	0.44	2207	563	43690	None	UHSG_MQ_3668	UHSG	
1111525849854152_bin.42	81.19	1.15	Gradient Boost (General Model)	11	0.898	6400	295.8794998105343	2606145	0.56	2639	490	24721	None	UHSG_MQ_3668	UHSG	
1111525849854221_bin.9	86.87	2.16	Neural Network (Specific Model)	11	0.901	6693	273.733986128111	2229091	0.6	2451	425	39363	None	UHSG_MQ_3668	UHSG	
1111525849857134_bin.10	88.69	3.69	Neural Network (Specific Model)	11	0.89	10589	296.09028166386867	5339873	0.63	5361	694	48516	None	UHSG_MQ_3668	UHSG	
1111525849857374_bin.23	92.93	4.87	Neural Network (Specific Model)	11	0.902	18181	295.79406307977735	4233749	0.64	4312	367	105852	None	UHSG_MQ_3668	UHSG	HQ
1111525849857514_bin.10	70.82	5.1	Neural Network (Specific Model)	11	0.895	4933	260.2361007230117	3491969	0.55	4011	846	20797	None	UHSG_MQ_3668	UHSG	
1111525849858814_bin.12	94.29	3.47	Neural Network (Specific Model)	11	0.906	18178	304.0830952380952	4223836	0.65	4200	366	78861	None	UHSG_MQ_3668	UHSG	HQ
1111525849858868_bin.10	52.24	2.51	Gradient Boost (General Model)	11	0.91	2863	233.58559153998678	2323992	0.69	3026	835	12559	None	UHSG_MQ_3668	UHSG	
1111525849858868_bin.19	83.45	5.71	Neural Network (Specific Model)	11	0.897	6890	265.33551950293406	2563421	0.7	2897	474	35674	None	UHSG_MQ_3668	UHSG	
1111525849860741_bin.4	76.88	5.93	Neural Network (Specific Model)	11	0.899	3123	248.3034311699049	1999607	0.59	2419	676	22393	None	UHSG_MQ_3668	UHSG	
1111525849860954_bin.41	64.01	1.27	Neural Network (Specific Model)	11	0.891	6898	285.7562862669246	992773	0.51	1034	170	28117	None	UHSG_MQ_3668	UHSG	
1111525849861046_bin.19	92.67	10.73	Gradient Boost (General Model)	11	0.91	6644	270.0369737123317	4153396	0.65	4679	791	47156	None	UHSG_MQ_3668	UHSG	
1111525849861985_bin.61	96.4	2.41	Gradient Boost (General Model)	11	0.932	82844	338.04209252286176	8061986	0.63	7436	158	303827	None	UHSG_MQ_3668	UHSG	HQ
1111525849862021_bin.17	87.03	2.82	Neural Network (Specific Model)	11	0.903	10959	289.4316125598723	3605211	0.65	3758	471	50058	None	UHSG_MQ_3668	UHSG	
1111525849862212_bin.15	85.95	3.12	Neural Network (Specific Model)	11	0.862	7245	281.5074626865672	2032456	0.44	2077	362	29662	None	UHSG_MQ_3668	UHSG	
1111525849863687_bin.4	41.52	0.57	Neural Network (Specific Model)	11	0.891	2899	237.47609317531672	1953521	0.64	2447	704	11161	None	UHSG_MQ_3668	UHSG	
1111525849863823_bin.26	58.04	4.35	Neural Network (Specific Model)	11	0.897	2889	258.27768595041323	1564815	0.72	1815	556	11050	None	UHSG_MQ_3668	UHSG	
1111525849863945_bin.15	79.62	1.61	Neural Network (Specific Model)	11	0.901	5402	266.0795527156549	2768620	0.72	3130	624	27985	None	UHSG_MQ_3668	UHSG	
DP1806001323_bin.3	61.64	0.23	Neural Network (Specific Model)	11	0.921	6106	287.1279139270771	1561478	0.59	1673	299	19121	None	UHSG_MQ_3668	UHSG	
DP1806001401_bin.10	91.74	0.38	Neural Network (Specific Model)	11	0.896	12630	293.0358974358974	2290315	0.6	2340	244	48265	None	UHSG_MQ_3668	UHSG	HQ
DP1807004325_bin.3	75.17	4.89	Neural Network (Specific Model)	11	0.896	4869	262.02584155049306	2575879	0.65	2941	628	20194	None	UHSG_MQ_3668	UHSG	
DP1807004340_bin.4	70.99	1.7	Neural Network (Specific Model)	11	0.892	4823	264.1037783375315	1757315	0.6	1985	411	22322	None	UHSG_MQ_3668	UHSG	
DP1807004352_bin.3	61.8	0.15	Neural Network (Specific Model)	11	0.898	4628	269.47960372960375	1541457	0.6	1716	382	15008	None	UHSG_MQ_3668	UHSG	
DP1807004368_bin.3	60.42	0.1	Neural Network (Specific Model)	11	0.917	4749	272.4850948509485	1313606	0.59	1476	317	13956	None	UHSG_MQ_3668	UHSG	
DP1807004378_bin.3	84.43	2.37	Neural Network (Specific Model)	11	0.927	7676	283.708627125674	4414123	0.64	4822	710	28106	None	UHSG_MQ_3668	UHSG	
DP1807004386_bin.3	75.77	0.18	Gradient Boost (General Model)	11	0.92	6778	293.06430568499536	1023526	0.39	1073	193	23179	None	UHSG_MQ_3668	UHSG	
DP1807004423_bin.6	46.27	0.76	Neural Network (Specific Model)	11	0.933	3346	282.91826086956524	1044085	0.46	1150	329	9943	None	UHSG_MQ_3668	UHSG	
DP1807004472_bin.9	61.48	0.06	Neural Network (Specific Model)	11	0.872	4126	268.9416775884666	1410277	0.45	1526	383	17076	None	UHSG_MQ_3668	UHSG	
DP1807004478_bin.1	83.72	0.12	Neural Network (Specific Model)	11	0.901	8154	286.39752407152685	2074563	0.6	2181	323	34302	None	UHSG_MQ_3668	UHSG	
DP1807004501_bin.4	73.47	1.76	Gradient Boost (General Model)	11	0.929	4431	284.879939969985	1834212	0.41	1999	486	22886	None	UHSG_MQ_3668	UHSG	
DP1807004530_bin.1	50.52	1.11	Neural Network (Specific Model)	11	0.906	4913	274.3367808661926	1401470	0.6	1547	324	15530	None	UHSG_MQ_3668	UHSG	
DP1807004556_bin.2	63.01	1.46	Neural Network (Specific Model)	11	0.892	4703	267.5185774946921	1690006	0.6	1884	410	16261	None	UHSG_MQ_3668	UHSG	
DP1807004562_bin.3	81.23	4.4	Neural Network (Specific Model)	11	0.917	7519	290.7518391368318	1934694	0.59	2039	338	23786	None	UHSG_MQ_3668	UHSG	
DP1807004565_bin.9	63.44	0.59	Neural Network (Specific Model)	11	0.876	3648	265.4004884004884	1487510	0.45	1638	439	18385	None	UHSG_MQ_3668	UHSG	
DP1807004577_bin.7	68.76	4.21	Neural Network (Specific Model)	11	0.86	6997	289.40388349514564	1556271	0.64	1545	275	26027	None	UHSG_MQ_3668	UHSG	
DP1808006634_bin.2	51.94	0.43	Neural Network (Specific Model)	11	0.888	3623	246.60710059171598	1403145	0.6	1690	423	16047	None	UHSG_MQ_3668	UHSG	
DP1808006684_bin.6_new	67.49	0.05	Neural Network (Specific Model)	11	0.887	4094	296.6118881118881	1433165	0.45	1430	390	11924	None	UHSG_MQ_3668	UHSG	
DP1808006700_bin.3	53.03	0.82	Neural Network (Specific Model)	11	0.879	2636	255.40044742729307	1167613	0.45	1341	451	7385	None	UHSG_MQ_3668	UHSG	
DP1808006702_bin.3	50.06	0.09	Neural Network (Specific Model)	11	0.883	3320	275.0188383045526	1188603	0.45	1274	382	11425	None	UHSG_MQ_3668	UHSG	
DP1808006708_bin.5	69.1	1.35	Neural Network (Specific Model)	11	0.873	3724	259.2392572944297	1676926	0.44	1885	501	17357	None	UHSG_MQ_3668	UHSG	
DP1808006764_bin.18	76.64	0.05	Neural Network (Specific Model)	11	0.896	5257	281.210944808232	2010414	0.37	2138	465	19639	None	UHSG_MQ_3668	UHSG	
DP1808006768_bin.5	79.62	0.12	Neural Network (Specific Model)	11	0.898	5264	270.733268671193	1859747	0.6	2062	405	16982	None	UHSG_MQ_3668	UHSG	
DP1808006772_bin.3	76.45	2.92	Neural Network (Specific Model)	11	0.898	5821	277.33349633251834	1890095	0.6	2045	388	21501	None	UHSG_MQ_3668	UHSG	
DP1808006789_bin.15	52.68	0.49	Gradient Boost (General Model)	11	0.899	2441	232.24797479747974	1716850	0.67	2222	703	6811	None	UHSG_MQ_3668	UHSG	
DP1808006803_bin.7	60.3	0.97	Neural Network (Specific Model)	11	0.879	3772	276.1938144329897	1370737	0.45	1455	400	10862	None	UHSG_MQ_3668	UHSG	
DP1808006875_bin.7	57.81	0.23	Neural Network (Specific Model)	11	0.935	3510	256.546329723225	1364476	0.6	1662	425	10553	None	UHSG_MQ_3668	UHSG	
DP1808006895_bin.2	80.75	3.11	Neural Network (Specific Model)	11	0.865	8676	303.34178674351585	1821504	0.64	1735	275	28122	None	UHSG_MQ_3668	UHSG	
DP1808006901_bin.10	88.38	0.42	Neural Network (Specific Model)	11	0.899	9518	289.49065623641894	2216124	0.6	2301	309	30459	None	UHSG_MQ_3668	UHSG	
DS1912042263-1_bin.3	81.92	2.32	Neural Network (Specific Model)	11	0.893	4156	264.0226442658875	4848918	0.67	5476	1326	18721	None	UHSG_MQ_3668	UHSG	
DS1912042283-1_bin.2	93.62	3.94	Neural Network (Specific Model)	11	0.839	5190	253.37355679702048	2428516	0.32	2685	546	51676	None	UHSG_MQ_3668	UHSG	HQ
DS1912044186-1_bin.1	28.63	0.06	Neural Network (Specific Model)	11	0.917	62879	335.9059829059829	513874	0.5	468	11	163381	None	UHSG_MQ_3668	UHSG	
DSKIN0029-1_bin.5	59.27	1.12	Neural Network (Specific Model)	11	0.905	6821	284.8447284345048	1474180	0.73	1565	266	29432	None	UHSG_MQ_3668	UHSG	
DSKIN0031-1_bin.9	81.63	5.87	Neural Network (Specific Model)	11	0.89	5583	273.8807222323546	5049820	0.65	5483	1128	41037	None	UHSG_MQ_3668	UHSG	
DSKIN0032-1_bin.10	49.87	1.75	Gradient Boost (General Model)	11	0.894	3116	238.94540229885058	2784741	0.63	3480	936	16013	None	UHSG_MQ_3668	UHSG	
DSKIN0033-1_bin.9	63.5	5.09	Neural Network (Specific Model)	11	0.887	2935	247.28397742075555	3845167	0.65	4606	1354	29895	None	UHSG_MQ_3668	UHSG	
DSKIN0041-1_bin.27	83.2	3.27	Neural Network (Specific Model)	11	0.919	6030	301.17504470494737	4941104	0.42	5033	1022	33325	None	UHSG_MQ_3668	UHSG	
DSKIN0049-1_bin.6	85	0.14	Neural Network (Specific Model)	11	0.921	64049	346.1858860195904	5059315	0.42	4492	135	182717	None	UHSG_MQ_3668	UHSG	
DSKIN0151-1_bin.3	62.22	2.5	Neural Network (Specific Model)	11	0.897	3758	252.60651214128035	1526174	0.6	1812	445	16369	None	UHSG_MQ_3668	UHSG	
DT2007043861-1_bin.2	44.57	0	Neural Network (Specific Model)	11	0.897	158050	336.4552590266876	715565	0.5	637	9	205302	None	UHSG_MQ_3668	UHSG	
DT2007043864-1_bin.4	93.04	0.6	Gradient Boost (General Model)	11	0.894	13325	293.3754019292605	1221817	0.39	1244	142	43679	None	UHSG_MQ_3668	UHSG	HQ
DT2007045289-1_bin.1	72.88	0.22	Neural Network (Specific Model)	11	0.883	6508	264.0568391866913	1933032	0.6	2164	342	32470	None	UHSG_MQ_3668	UHSG	
DT2007045289-1_bin.2	89.34	8.54	Neural Network (Specific Model)	11	0.897	16969	299.3584512905912	2399105	0.6	2402	186	92428	None	UHSG_MQ_3668	UHSG	
MET0042_bin.1	76.45	0.68	Gradient Boost (General Model)	11	0.885	2896	243.16652806652806	3960312	0.65	4810	1408	12215	None	UHSG_MQ_3668	UHSG	
MET0069_bin.1	79.54	1.9	Gradient Boost (General Model)	11	0.931	3451	261.70857618651127	1010138	0.42	1201	309	12749	None	UHSG_MQ_3668	UHSG	
MET0069_bin.2	89.73	2.37	Neural Network (Specific Model)	11	0.903	6051	278.36498761354255	2234534	0.6	2422	463	30244	None	UHSG_MQ_3668	UHSG	
MET0084_bin.1	85.47	1.63	Neural Network (Specific Model)	11	0.85	8614	271.5731394354149	2237020	0.32	2338	357	78937	None	UHSG_MQ_3668	UHSG	
MET0094_bin.5	68.65	5.38	Neural Network (Specific Model)	11	0.879	3764	254.01572897761645	1431050	0.38	1653	416	16206	None	UHSG_MQ_3668	UHSG	
MET0097_bin.1	80.48	2.03	Neural Network (Specific Model)	11	0.911	3989	268.1881901104177	1833856	0.6	2083	501	21261	None	UHSG_MQ_3668	UHSG	
MET0141_bin.1	86.18	1.46	Neural Network (Specific Model)	11	0.899	4269	266.94494623655913	2065125	0.6	2325	568	12695	None	UHSG_MQ_3668	UHSG	
MET0192_bin.5	36.24	0.01	Neural Network (Specific Model)	11	0.89	133340	327.53708439897696	862519	0.52	782	11	222134	None	UHSG_MQ_3668	UHSG	
MET0200_bin.4	73.04	0.85	Neural Network (Specific Model)	11	0.892	5923	280.5851748251748	3369152	0.51	3575	704	23828	None	UHSG_MQ_3668	UHSG	
MET0207_bin.58	73.03	1.33	Neural Network (Specific Model)	11	0.92	4487	280.247084952804	1641357	0.6	1801	412	23164	None	UHSG_MQ_3668	UHSG	
MET0207_bin.64	35.82	0	Neural Network (Specific Model)	11	0.916	148374	340.94824707846414	667936	0.5	599	8	317495	None	UHSG_MQ_3668	UHSG	
MET0208_bin.5	62.69	1.29	Neural Network (Specific Model)	11	0.909	10069	298.3021191294387	3430030	0.67	3492	480	55171	None	UHSG_MQ_3668	UHSG	
MET0209_bin.2	81.96	1.38	Gradient Boost (General Model)	11	0.928	4131	275.8622704507512	1065119	0.42	1198	285	18325	None	UHSG_MQ_3668	UHSG	
